User_ID,Time_Lapse(ms),Time(epoch),Left_Height(Norm),Right_Height(Norm),Left_Height(Raw),Right_Height(Raw)
0,21999,1642157333303,[1.10534668 1.05348206],[-1.15045166 -0.03903198],[0.02575684 2.28483582],[ 7.85174561 -3.43257141]
0,22160,1642157333464,[-0.07727051 -0.00210571],[2.22521973 2.1802063 ],[-2.12451172 -2.22070312],[  0.07226562 -11.09335327]
0,22345,1642157333649,[ 0.00628662 -1.05381775],[-0.02209473  0.02682495],[ 1.0592041  -0.07603455],[ 2.2421875  -2.22799683]
0,22503,1642157333807,[-1.08331299  1.06166077],[ 0.06072998 -0.04440308],[-1.08618164  2.29905701],[-1.11895752  4.47061157]
0,22656,1642157333960,[-0.02636719 -2.06698608],[-0.05578613 -2.06692505],[ 2.15808105 -0.04846191],[-0.03955078 -2.25543213]
0,22809,1642157334113,[ 1.09301758 -0.029953  ],[1.05999756 1.08026123],[-0.02099609 -3.38142395],[-3.30584717  4.4775238 ]
0,22953,1642157334257,[4.5012207  4.34442139],[-8.73291016 -2.25262451],[ 0.14233398 -4.36312866],[-6.96398926 22.46713257]
0,23100,1642157334404,[-1.12969971 -2.23152161],[2.17895508 2.19776917],[-0.03106689  1.07579041],[ 4.57763672 12.43371582]
0,23264,1642157334568,[-2.1583252  -2.13656616],[ 0.02404785 -2.01312256],[-0.0769043   6.76022339],[-0.01550293  6.6086731 ]
0,23406,1642157334710,[ 1.0567627  -0.00898743],[ 1.0871582  -0.00292969],[-1.06085205 -1.13098145],[-1.15332031  3.34043884]
0,23552,1642157334856,[ 0.02978516 -0.00683594],[-2.17456055  0.00604248],[ 0.06896973 -2.23956299],[2.26818848 0.00427246]
0,23696,1642157335000,[ 0.01452637 -0.0219574 ],[0.00115967 1.03933716],[ 1.03723145 -0.01834106],[-0.00842285 -1.07688904]
0,23866,1642157335170,[-0.03686523  0.04910278],[ 2.15588379 -2.09030151],[-2.10595703  0.03039551],[-2.15795898 -4.52508545]
0,24024,1642157335328,[0.00482178 1.06126404],[0.02056885 1.0244751 ],[-0.01947021  3.3855896 ],[  1.06280518 -10.04473877]
0,24180,1642157335484,[0.0057373  0.11383057],[-2.24633789 -2.16973877],[ 2.23327637 -6.7857666 ],[ -2.30041504 -31.55557251]
0,24334,1642157335638,[-1.08685303 -0.00671387],[0.00067139 0.01765442],[-1.10351562  0.05543518],[ 5.68237305 -3.3502655 ]
0,24496,1642157335800,[-1.12164307  0.03517151],[ 0.04504395 -0.04396057],[1.05151367 1.03979492],[-2.27368164 -5.59655762]
0,24674,1642157335978,[ 2.19433594 -0.05841064],[2.15197754 0.04974365],[-2.08117676 -4.44076538],[4.51379395 2.13522339]
0,24831,1642157336135,[-1.08441162  0.04490662],[ 1.13775635 -1.06866455],[1.07965088 5.56539917],[0.00640869 3.34432983]
0,24980,1642157336284,[ 2.11791992 -0.00967407],[-0.00158691 -0.01651001],[-0.00720215 -0.0173645 ],[-2.28894043 -6.62573242]
0,25133,1642157336437,[0.01904297 0.01101685],[-1.10424805 -1.08480835],[ 0.01342773 -1.0977478 ],[0.02105713 1.04187012]
0,25301,1642157336605,[-1.10229492 -0.014328  ],[1.08514404 1.09075928],[-0.01672363  0.02049255],[-1.0847168   0.03564453]
0,25468,1642157336772,[2.23779297 0.02651978],[-0.02282715 -0.0317688 ],[0.01489258 2.16802979],[ 2.17102051 -4.36709595]
0,25614,1642157336918,[-0.01153564 -0.02316284],[-1.07409668  0.02116394],[-0.015625   -3.27618408],[1.11450195 2.21179199]
0,25768,1642157337072,[-0.01184082  2.15646362],[ 2.17297363 -0.13452148],[-2.16809082  6.55609131],[-4.45166016 -2.22238159]
0,25930,1642157337234,[0.02276611 0.00520325],[-1.07513428 -1.08764648],[ 1.0914917  -3.26385498],[-0.00793457  0.01411438]
0,26076,1642157337380,[-0.02026367 -2.09088135],[4.35070801 2.24996948],[1.95312500e-03 4.33779907e+00],[-0.00964355 -0.01855469]
0,26233,1642157337537,[-1.07324219  1.0836792 ],[-1.05548096 -1.15460205],[-1.11328125  1.07867432],[-0.02368164  1.11236572]
0,26385,1642157337689,[ 2.07958984 -2.125     ],[2.10705566 2.27215576],[ 2.23876953 -4.4911499 ],[0.11364746 0.04205322]
0,26543,1642157337847,[ 0.01257324 -0.02508545],[-1.06689453  0.02891541],[ 0.01202393 -2.20654297],[ 1.07623291 -0.0463562 ]
0,26696,1642157338000,[-1.0411377   0.02328491],[ 0.00561523 -1.10520935],[-1.14105225  3.31645203],[-1.13043213 -1.13391113]
0,26859,1642157338163,[ 2.07250977 -0.01672363],[-0.04223633  0.04269409],[0.08496094 0.03619385],[ 0.0168457  -0.00628662]
0,27014,1642157338318,[0.01226807 1.00987244],[3.05175781e-04 2.11947632e+00],[0.01525879 0.02722168],[0.02972412 0.05271912]
0,27153,1642157338457,[2.14331055 0.06307983],[-0.0213623  -4.35058594],[0.02294922 0.07473755],[-0.03356934 -0.02093506]
0,27301,1642157338605,[0.01379395 0.01991272],[-1.12097168 -1.12033081],[ 0.00378418 -0.01512146],[0.02752686 0.00672913]
0,27472,1642157338776,[-0.02355957 -0.03799438],[2.2253418  2.20669556],[-0.09472656  2.20294189],[2.12304688 2.15640259]
0,27619,1642157338923,[-1.03149414  0.01013184],[-1.11053467  0.01489258],[ 1.05004883 -3.33309937],[0.01641846 0.01239014]
0,27772,1642157339076,[ 2.08105469 -0.07952881],[2.15625    2.22244263],[-2.08007812  2.22012329],[-2.15234375 -4.49612427]
0,27910,1642157339214,[ 0.00439453 -0.01403809],[-0.00415039  1.07473755],[0.00396729 1.12200928],[0.00872803 0.06481934]
0,28080,1642157339384,[ 0.01672363 -0.0027771 ],[-2.19860840e+00 -1.83105469e-03],[ 0.00500488 -2.20568848],[ 4.38549805 -0.08044434]
0,28243,1642157339547,[-1.0803833   0.00306702],[0.06842041 0.00236511],[ 1.11517334 -1.10705566],[-1.14172363  1.11148071]
0,28391,1642157339695,[ 2.11450195 -2.0814209 ],[ 2.07250977 -2.05300903],[ 0.0513916  -0.02523804],[0.07226562 2.2088623 ]
0,28553,1642157339857,[-1.06079102  1.04704285],[-1.03759766 -0.04008484],[-0.04119873  2.25375366],[-1.12231445 -1.1091156 ]
0,28720,1642157340024,[-0.003479   -1.05052185],[1.0534668  1.09143066],[ 0.01654053 -2.30311584],[0.02062988 1.16146851]
0,28889,1642157340193,[0.00280762 2.06677246],[ 0.05126953 -0.01473999],[-0.04785156  2.41534424],[-0.06176758 -2.26394653]
0,29038,1642157340342,[1.08288574 0.0075531 ],[-1.14019775 -1.08607483],[-2.80761719e-03 -4.46072388e+00],[2.24310303 5.56921387]
0,29197,1642157340501,[-1.046875    0.06280518],[-1.06445312 -2.20913696],[0.01373291 3.30158997],[-2.26379395 -4.54672241]
0,29346,1642157340650,[ 2.20556641 -2.38049316],[-0.12365723  8.84405518],[ 4.26416016 -6.64144897],[ 2.44140625e-03 -1.11021729e+01]
0,29506,1642157340810,[1.06848145 1.0975647 ],[-1.08410645 -1.10864258],[-2.10595703 -0.01405334],[1.14538574 2.18367004]
0,29656,1642157340960,[-2.15649414  0.09619141],[ 2.17163086 -0.0602417 ],[2.12744141 4.39883423],[-0.08532715  0.15643311]
0,29818,1642157341122,[-0.00323486 -1.06625366],[ 0.04632568 -1.05726624],[-0.00793457  1.08673096],[-1.08843994  1.04154968]
0,29973,1642157341277,[2.13574219 2.17889404],[-0.17199707 -4.44210815],[0.15405273 4.59893799],[0.140625   2.39868164]
0,30133,1642157341437,[-1.07116699 -1.10533142],[0.04925537 2.21307373],[-1.22662354  1.07304382],[-1.21221924  1.11930847]
0,30289,1642157341593,[-0.0657959   2.22491455],[-0.01843262 -2.16760254],[4.63684082 6.73239136],[4.47692871 4.28222656]
0,30430,1642157341734,[-0.04595947 -1.12336731],[1.09680176 1.08171082],[0.04827881 0.0115509 ],[-1.10253906 -2.16333008]
0,30601,1642157341905,[0.04382324 0.00280762],[-0.00512695  1.08792114],[-1.16870117 -4.47705078],[-1.05114746 -3.32981873]
0,30752,1642157342056,[-0.0032959  -0.05197144],[-2.12805176  0.12341309],[ 2.22949219 15.71511841],[ 2.0612793  -2.44714355]
0,30916,1642157342220,[-1.10791016  1.11457825],[ 2.24157715 -1.17326355],[-1.11920166 -6.7094574 ],[ 2.29290771 11.29185486]
0,31085,1642157342389,[0.05395508 0.03762817],[-2.19311523 -2.14996338],[-2.33496094 -6.68099976],[ -2.29174805 -13.44497681]
0,31237,1642157342541,[-0.00378418 -0.02200317],[1.09179688 1.10099792],[0.0345459  2.23275757],[1.11425781 1.08097839]
0,31390,1642157342694,[0.0012207  0.00793457],[-0.04711914  0.00439453],[-0.02954102 -0.05026245],[-2.16516113 -2.2276001 ]
0,31543,1642157342847,[-1.09564209e+00 -4.27246094e-04],[-0.00378418  0.00125122],[-0.0168457  -1.09785461],[-1.11859131 -1.08078003]
0,31694,1642157342998,[2.15563965 2.18048096],[ 0.00500488 -2.30551147],[0.04394531 2.19076538],[-0.02075195  2.24145508]
0,31876,1642157343180,[-1.07574463 -1.10040283],[0.0135498  1.15719604],[ 0.03015137 -2.19671631],[ 0.01965332 -0.00990295]
0,32033,1642157343337,[1.10394287 0.03959656],[-2.19537354 -1.12187195],[-1.09454346 -0.05996704],[1.07623291 0.01664734]
0,32209,1642157343513,[-0.02044678  1.048172  ],[2.17388916 1.06115723],[1.07720947 1.18948364],[0.01068115 0.02471924]
0,32378,1642157343682,[-0.02124023 -2.1312561 ],[-0.02929688  0.0854187 ],[-0.09899902 -4.6038208 ],[-2.14880371 -0.06149292]
0,32536,1642157343840,[-1.0692749   0.00250244],[-1.05493164 -1.08221436],[0.04162598 3.36566162],[1.05603027 1.0737915 ]
0,32686,1642157343990,[2.19702148 0.00628662],[-0.02697754 -0.05047607],[-0.02319336 -0.01681519],[ 0.03637695 -4.34194946]
0,32872,1642157344176,[0.00012207 0.01872253],[-0.00048828 -0.0138855 ],[-0.00244141 -0.00453186],[-0.03112793  1.10401917]
0,33003,1642157344307,[-0.00579834 -1.06643677],[1.09265137 1.12852478],[-0.01977539 -1.12786865],[-1.09356689 -1.11096191]
0,33166,1642157344470,[0.00366211 2.11657715],[-0.02355957 -0.04885864],[0.0501709  2.25149536],[ 0.07019043 -0.01849365]
0,33303,1642157344607,[-1.09393311  1.05899048],[-2.16558838 -1.12312317],[0.02770996 0.03608704],[-0.0244751   1.10758972]
0,33461,1642157344765,[ 2.16235352 -2.17050171],[4.36523438 2.29238892],[ 2.09863281 -2.14666748],[ 2.20617676 -2.15649414]
0,33614,1642157344918,[-1.097229   -0.00932312],[-1.07397461  0.00384521],[-1.06646729  2.18185425],[1.10717773 4.41700745]
0,33781,1642157345085,[ 2.24182129 -2.07598877],[-0.02685547 -0.00183105],[2.17663574 2.26580811],[-4.43579102  2.34301758]
0,33952,1642157345256,[ 1.12744141 -0.00663757],[-2.27618408  0.01530457],[-0.00726318 -4.50292969],[  1.1786499  -12.34783936]
0,34112,1642157345416,[0.00213623 1.0219574 ],[ 0.05328369 -0.05201721],[-1.08508301  3.38168335],[-1.13916016  5.58642578]
0,34274,1642157345578,[ 2.11047363 -2.08843994],[ 2.14038086 -2.13494873],[ 0.16381836 -0.03292847],[ 0.04467773 -0.00946045]
0,34424,1642157345728,[-1.12249756  1.11444092],[1.13323975 1.06872559],[1.12963867 2.20872498],[-1.14093018  2.2926178 ]
0,34577,1642157345881,[ 0.05773926 -2.19857788],[-2.29858398 -2.17105103],[ 1.99645996 -0.04269409],[ 2.3059082  -2.34033203]
0,34733,1642157346037,[-1.11633301  1.03483582],[1.18261719 1.10401917],[-2.16448975 -1.08131409],[-2.33551025 -1.10469055]
0,34884,1642157346188,[2.24279785 0.06393433],[-0.11816406 -2.24240112],[ 2.14587402 -2.16821289],[4.52856445 2.25778198]
0,35029,1642157346333,[0.00384521 0.00341797],[-1.09240723  0.01582336],[0.03173828 1.10818481],[1.08514404 1.07252502]
0,35188,1642157346492,[-0.01062012 -0.0027771 ],[ 0.01049805 -0.0239563 ],[-0.00646973  0.02755737],[-2.16113281  0.11288452]
0,35346,1642157346650,[-0.00018311 -0.02166748],[1.09179688 0.00917053],[-0.02911377 -0.04064941],[-1.09460449 -1.13713074]
0,35510,1642157346814,[-0.00299072 -1.0662384 ],[-0.01293945  0.01483154],[0.03729248 2.19088745],[0.02911377 1.1091156 ]
0,35660,1642157346964,[0.02966309 2.21643066],[-4.29162598 -0.05981445],[-2.13464355 -4.36825562],[ 2.1373291  -0.00976562]
0,35810,1642157347114,[-0.02209473  0.02253723],[ 1.05584717 -1.07679749],[2.16217041 1.08508301],[0.02801514 1.11473083]
0,35960,1642157347264,[ 0.03869629 -2.21014404],[-2.18469238 -0.00259399],[-0.07141113 -2.16372681],[ 4.38549805 -2.19839478]
0,36120,1642157347424,[-0.01580811  1.06867981],[1.09039307 0.00804138],[0.03210449 0.0244751 ],[-2.22991943  1.06668091]
0,36275,1642157347579,[ 0.02490234 -0.01898193],[-0.01501465  2.15789795],[ 0.00866699 -0.07019043],[ 0.08312988 -2.23608398]
0,36441,1642157347745,[ 0.00250244 -1.07989502],[0.0043335  0.03041077],[0.01208496 0.04737854],[-0.03363037 -2.17092896]
0,36604,1642157347908,[-1.0826416   0.01368713],[0.04425049 0.00030518],[-0.00384521 -0.02508545],[-1.12512207  1.032547  ]
0,36753,1642157348057,[ 2.10681152 -0.01095581],[-0.05456543 -0.02236938],[2.25134277 4.36486816],[4.38623047 2.31268311]
0,36889,1642157348193,[0.06652832 2.13104248],[-2.21435547 -0.00292969],[-0.03027344 -4.21920776],[ 0.0604248  -2.23147583]
0,37069,1642157348373,[-0.02215576  0.04574585],[1.09503174 1.08201599],[-1.12591553  2.13587952],[-1.10852051  2.23199463]
0,37221,1642157348525,[ 0.0369873  -0.04878235],[-1.08178711 -1.10166931],[ 0.03564453 -2.20521545],[ 0.02484131 -1.15353394]
0,37388,1642157348692,[-0.04968262  0.0184021 ],[0.00756836 2.19354248],[0.01428223 2.27145386],[ 4.31677246 -2.06707764]
0,37544,1642157348848,[1.08282471 0.0229187 ],[-0.03649902  0.0007019 ],[-1.0814209   1.03250122],[0.02703857 1.06491089]
0,37696,1642157349000,[-1.09558105 -0.01168823],[1.10314941 0.00869751],[ 1.11468506 -1.04246521],[-2.19378662e+00  2.07519531e-03]
0,37851,1642157349155,[-0.01745605  0.01553345],[ 0.01586914 -2.20721436],[-0.03979492 -2.17642212],[ 2.21386719 -2.10021973]
0,38001,1642157349305,[ 0.01580811 -1.08760071],[-1.06164551  1.11723328],[0.01159668 1.07098389],[-0.01519775 -0.06362915]
0,38163,1642157349467,[-2.07910156  2.11639404],[-0.0201416  -0.00952148],[ 2.14648438 -2.07821655],[ 0.05212402 -0.04830933]
0,38351,1642157349655,[ 1.07592773 -1.05241394],[-1.07702637 -1.09689331],[-1.11437988 -0.08589172],[ 1.04754639 -1.04644775]
0,38521,1642157349825,[ 0.01000977 -0.01771545],[1.0322876  1.10107422],[0.00933838 1.07980347],[-1.02032471  0.01068115]
0,38706,1642157350010,[-0.03845215  1.10403442],[0.0604248  0.01132202],[0.065979   1.16708374],[-0.03198242  2.23904419]
0,38868,1642157350172,[-0.01831055 -0.02581787],[-0.01477051 -2.243927  ],[-0.09692383 -2.22128296],[ 0.03125    -0.06069946]
0,39053,1642157350357,[-0.00299072 -1.09298706],[ 2.21002197 -0.02015686],[-1.14733887 -0.0793457 ],[-3.39807129 -1.09710693]
0,39210,1642157350514,[1.10455322 1.07249451],[-2.25042725  1.11099243],[1.15722656 7.90939331],[ 3.38171387 -0.04940796]
0,39366,1642157350670,[ 0.0267334  -2.11080933],[ 0.03759766 -2.09094238],[ -2.32580566 -20.14932251],[-0.02319336 -0.02114868]
0,39555,1642157350859,[-0.02087402 -0.01593018],[-0.02288818  2.16210938],[-2.24145508 -5.65623474],[ 1.0892334  -2.19018555]
0,39711,1642157351015,[-0.0065918  -0.00622559],[ 1.05328369 -1.06370544],[1.07653809 0.027771  ],[-1.03674316  1.08113098]
0,39857,1642157351161,[-0.02087402  0.03457642],[ 0.03100586 -0.02709961],[0.11633301 0.09454346],[-0.03552246  0.08416748]
0,40007,1642157351311,[-1.05517578 -0.00830078],[-6.10351562e-05  7.99560547e-03],[ 1.03234863 -0.01893616],[-0.02606201 -0.04525757]
0,40189,1642157351493,[0.01159668 0.01800537],[0.00158691 0.00585938],[-0.03662109 -0.11016846],[-0.00354004  0.00402832]
0,40352,1642157351656,[ 1.06164551 -0.01210022],[-1.05419922  1.06437683],[-1.04229736  1.13150024],[ 1.05853271 -1.0589447 ]
0,40525,1642157351829,[-0.02392578  0.00898743],[ 1.05291748 -1.07714844],[-1.07012939 -1.08100891],[-1.08416748  1.03709412]
0,40669,1642157351973,[ 0.05773926 -0.00979614],[-2.10449219  0.00799561],[2.17089844 0.04705811],[2.20690918 0.10919189]
0,40826,1642157352130,[-1.11541748 -0.05116272],[2.22613525 1.10038757],[-0.01318359 -0.02320862],[-3.32299805 -1.22050476]
0,40978,1642157352282,[0.06396484 0.09765625],[-4.47766113 -2.22091675],[-0.05981445  0.05270386],[6.65405273 2.37869263]
0,41141,1642157352445,[-2.20666504 -0.01138306],[3.33215332 1.10639954],[-0.00744629 -0.00921631],[-1.03717041  6.75535583]
0,41305,1642157352609,[0.02282715 1.11103821],[-1.08520508 -2.21939087],[0.0144043 1.0802002],[-0.0246582  -3.40841675]
0,41461,1642157352765,[ 2.16259766 -0.07376099],[0.0501709  2.20623779],[-2.20068359  2.37313843],[ 2.2043457  -2.18759155]
0,41635,1642157352939,[-0.0020752   0.03715515],[ 1.07769775 -1.12269592],[ 1.08782959 -1.17797852],[-1.10180664  1.15524292]
0,41801,1642157353105,[-0.0057373  -0.00987244],[-1.11035156 -0.00242615],[0.01867676 1.10926819],[ 0.02374268 -0.02186584]
0,41947,1642157353251,[-0.03601074 -0.0378418 ],[2.20690918 4.41152954],[-0.04772949 -2.22738647],[-0.04858398  0.01449585]
0,42082,1642157353386,[0.02856445 2.16046143],[-2.16748047 -4.4548645 ],[-2.16394043  4.56884766],[ 2.17541504 -0.00704956]
0,42220,1642157353524,[-0.00518799 -2.13879395],[1.08392334 2.25230408],[ 1.09210205 -1.17366028],[0.00048828 0.03276062]
0,42378,1642157353682,[-0.01672363 -0.01821899],[-0.00622559 -2.12545776],[-2.17297363  0.06283569],[0.02148438 2.14440918]
0,42518,1642157353822,[0.003479   1.10990906],[-1.08447266 -1.16958618],[ 1.128479   -0.04598999],[-1.11657715 -1.09327698]
0,42728,1642157354032,[-1.06207275 -0.03559875],[-0.01123047  1.15298462],[-0.02679443  0.0506897 ],[0.00994873 1.07800293]
0,42878,1642157354182,[-0.03796387 -2.14440918],[0.05834961 2.14511108],[-0.00939941 -0.02926636],[-0.06066895  0.11593628]
0,43026,1642157354330,[1.09716797 1.08944702],[-0.02484131 -1.11383057],[ 0.02819824 -0.00769043],[ 0.01739502 -2.26583862]
0,43178,1642157354482,[0.01879883 2.20831299],[-2.18078613 -2.22280884],[2.13024902 2.25009155],[-0.02575684  2.29360962]
0,43344,1642157354648,[-1.0982666  -1.11338806],[1.08294678 2.21221924],[-1.07952881 -1.11889648],[-1.07409668 -1.15110779]
0,43513,1642157354817,[ 1.08953857 -1.06718445],[ 0.01062012 -1.06089783],[-0.00177002 -1.1383667 ],[ 1.0836792  -0.02210999]
0,43709,1642157355013,[ 0.00878906 -0.0059967 ],[0.01818848 0.00682068],[0.00738525 2.23957825],[ 0.0189209  -0.01579285]
0,43878,1642157355182,[-0.00012207 -0.01287842],[-0.05090332  0.00131226],[-0.03857422 -2.18151855],[2.26599121 0.05325317]
